,Alloy,Diff. Lattice Constants,Diff. Melting Point,Mixing Enthalpy,Lattice Constants,Lambda,Diff. in atomic radii,Omega,Melting Temp.,Diff. Electronegativity,Mixing Entropy,Valence electron,Young's Mod (GPa)
56,HfMoNbTaTiZr,0.119320127370518,456.585488393649,-0.809143475879201,3.188047093,0.445396683261301,5.78342857509623,47598.0792803544,2585.21837,0.096552621231465,14.8976487870461,4.66676,147
57,HfMoNbTiZr,0.11833279173585,361.842175540663,-1.51088,3.16532,0.359946039212798,6.09727112093451,21647.8704358308,2444.2,0.10571660229122,13.3816113591719,4.6,139.2
58,HfMoTaTiZr,0.118538635052037,493.597568875699,-1.84064,3.1655,0.361054828934556,6.08790164379208,18554.7138554408,2552.2,0.101113797278116,13.3816113591719,4.6,155.4
59,HfNb0.18Ta0.18Ti1.27Zr,0.14212823789671,397.554953065762,0.8774301095552,3.130640823,0.494686852836785,4.80851789020245,29398.2029056319,2255.17618,0.098654565473018,11.4380723887455,4.09918,95.2
60,HfNbTaTiZr,0.129156097804169,476.41494518959,2.644,3.19618,0.536461713290955,4.9944174596138,12769.2153779088,2523,0.086810137656843,13.3816113591719,4.4,110.6
61,HfNbTaZr,0.045117367775614,421.737773978096,3.309,3.257525,0.400718149820246,5.36321631992681,9295.22874542578,2668.5,0.09148087231766,11.526292643288,4.5,109.3
62,HfNbTiVZr,0.130576665603009,288.81731250048,0.16176,3.14192,0.267913695246565,7.06735243110204,190400.078537772,2301.6,0.121161049846888,13.3816113591719,4.4,99
63,HfNbTiZr,0.13190310837884,316.027985311428,2.3765,3.1699,0.485518924576398,4.87238659432741,11306.8250471976,2331.25,0.096533672881539,11.526292643288,4.25,91.8
64,HfTaTiZr,0.132126102171373,517.311499485561,1.68,3.170125,0.489645113543559,4.85181361089799,16920.6662092315,2466.25,0.083666002653408,11.526292643288,4.25,112
65,Mo0.1NbTiV0.3Zr,0.160489861967549,359.500791634177,0.7946897621728,3.149119254,0.277382749171942,6.47276483120657,33392.1329510251,2283.40356,0.065532874366258,11.6214175444715,4.44122,106
66,Mo0.3NbTiV0.3Zr,0.152111591492417,377.971149747187,-0.2216368975248,3.148972706,0.293859461174956,6.47457062540387,128802.221607428,2317.41489,0.064871354744294,12.3186076496523,4.52777,118.4
67,Mo0.3NbTiVZr,0.140033996843935,335.347444633552,-1.1110030833024,3.129635982,0.254497615446515,7.09912501297111,26501.2627671885,2295.55904,0.075966789148611,12.8260629035067,4.6047,119.9
68,Mo0.5NbTiV0.3Zr,0.145063105144454,391.271627889836,-1.0342126525824,3.148899672,0.302382451498734,6.4675659039905,28714.8465118927,2347.89157,0.064312323297567,12.6484791542401,4.60531,129.4
69,Mo0.5NbTiVZr,0.135812891408241,349.989995971313,-1.6096468189264,3.130346474,0.266484284913393,7.02359246045054,18965.2708293289,2322.199,0.074832773568805,13.145896566361,4.66662,129.2
70,Mo0.7NbTiV0.3Zr,0.139136604727153,400.89965078558,-1.6871,3.148775,0.307193300268441,6.45404523796837,18015.60380541,2375.275,0.06383376849286,12.7960447443379,4.675,139.4
71,Mo0.7NbTiVZr,0.132248733028662,361.292986957992,-2.0213843374876,3.131147744,0.275325218154455,6.95262188731566,15450.7391297877,2346.68578,0.073822838111871,13.3089322591624,4.7235,137.7
72,Mo1.3NbTiV0.3Zr,0.126513702312335,416.141771103834,-2.9855397831752,3.148543118,0.311530892645985,6.39107101389724,10413.1924022824,2443.19623,0.062758196234118,12.7247250159975,4.84783,164.2
73,Mo1.3NbTiVZr,0.124600641024113,382.15415536595,-2.8769301793728,3.132886736,0.29152301614163,6.76231494345182,11161.9519184806,2408.82824,0.071365738374657,13.331027842394,4.86792,159.4
74,Mo1.5NbTiV0.3Zr,0.123618798978825,418.331386066687,-3.2653107916912,3.148447556,0.311275218786564,6.36589070273593,9511.15902454917,2462.03977,0.062487235071217,12.6142926620359,4.89579,171
75,MoNbTaTi0.25W,0.102157977822149,487.473781493177,-6.1189694620428,3.212077587,1.68436481113978,2.74678645842331,6409.44082226484,3086.11761,0.055246714819344,12.7082560084964,5.41166,249.4
76,MoNbTaTi0.5W,0.113063180492934,526.950908754,-5.7434900667472,3.197590246,1.80214844768818,2.70084601622238,6918.05938473385,3022.52533,0.053182391613933,13.145896566361,5.33328,242
77,MoNbTaTi0.75W,0.121673776062768,559.686675815774,-5.4112553774172,3.184665179,1.81966254409569,2.70686091015289,7307.13905474848,2965.66892,0.051753619974724,13.3328421243808,5.26322,235.4
78,MoNbTaTiV,0.141079722143191,488.60331558433,-2.2784,3.1459,0.936044192147643,3.78099436224744,15340.927348208,2612,0.06711184694225,13.3816113591719,5,172.8
79,MoNbTaTiVW,0.128989563460447,601.542035310085,-4.0491619616196,3.149179649,1.1652021755006,3.57567651748979,10274.3522402523,2792.55585,0.063421626174884,14.8976487870461,5.16677,212.5
80,MoNbTaTiW,0.128686683071715,587.415559889249,-5.11472,3.17294,1.76872502972569,2.75057850915542,7624.9272971288,2914.4,0.050833060108555,13.3816113591719,5.2,229.4
81,MoNbTaV,0.113948922219563,397.134973906857,-3.1115,3.194675,0.960089589220348,3.46488592371355,10297.3523944013,2779.75,0.070489360899359,11.526292643288,5.25,187
82,MoNbTaVW,0.102598682252746,510.100147029973,-4.64176,3.18878,1.35031149742696,3.14801812009908,8541.38045374051,2962.8,0.064373907757724,13.3816113591719,5.4,231.8
83,MoNbTaW,0.072661178596277,367.729775106667,-6.54675,3.228475,2.1591957584484,2.31046190197619,5559.57545260512,3157.75,0.053560713214071,11.526292643288,5.5,257.8
84,MoNbTiV,0.13165389284028,393.402147935163,-2.44725,3.10705,0.693834064083711,4.07583891888636,11503.9206379531,2442.5,0.057608593109015,11.526292643288,5,169.5
85,MoNbTiV0.25Zr,0.132349066038901,414.830290446071,-2.4260871050856,3.149984358,0.312378879812269,6.37825893300048,12646.2324380521,2414.24641,0.062241013358355,12.7082560084964,4.76461,152.9
86,MoNbTiV0.3Zr,0.13198534530729,410.51973758266,-2.4383200738464,3.148682412,0.310636766898878,6.42569716641821,12685.6587597803,2411.62831,0.063239194071425,12.8260629035067,4.76749,152.7
87,MoNbTiV0.5Zr,0.130636212274307,395.797867532574,-2.4753085177784,3.143346344,0.302902204686328,6.58785282404766,12753.4908712952,2401.42043,0.0666663333325,13.145896566361,4.77773,151.6
88,MoNbTiV0.75Zr,0.129177231693233,382.435241431582,-2.5010560371884,3.137442706,0.293379107620891,6.74134846477125,12740.6702676054,2389.97282,0.06997421356896,13.3328421243808,4.78952,150.3
89,MoNbTiVZr,0.127922626614684,373.68146863338,-2.50928,3.13204,0.284901358717282,6.85341366319694,12690.047499795,2379.6,0.072498275841568,13.3816113591719,4.8,149.2
90,MoNbTiZr,0.131154288911953,403.074047167515,-2.345,3.15755,0.321458109266235,5.98801152985382,11937.9459519768,2428.75,0.05408326913196,11.526292643288,4.75,154.5
91,MoTaTiV,0.131984494827991,540.800563978996,-2.406,3.107275,0.690133097434326,4.08675302704337,12347.888315908,2577.5,0.074498322128757,11.526292643288,5,189.8
92,NbTaTiV,0.157730725843128,522.696374580884,-0.0755,3.145625,0.744500076144967,3.9347074502641,387924.630550923,2541,0.070887234393789,11.526292643288,4.75,133.8
93,NbTaTiVW,0.14129576922187,656.996012164458,-3.56512,3.14954,0.956448030045338,3.7404471064456,10403.8995504647,2771.8,0.06711184694225,13.3816113591719,5,189.2
94,NbTaVW,0.112305929830085,569.085450525666,-4.58975,3.199225,0.978484886790716,3.43216185149348,7482.45305968222,2979.5,0.070489360899359,11.526292643288,5.25,207.5
95,NbTiV0.3Zr,0.150024017376087,334.701368159785,1.3972714633332,3.149151396,0.25695612332654,6.49415135217757,17565.3303216065,2264.8181,0.066338771805333,10.8368680038375,4.39394,99.2
