,Alloy,Diff. Lattice Constants,Diff. Melting Point,Mixing Enthalpy,Lattice Constants,Lambda,Diff. in atomic radii,Omega,Melting Temp.,Diff. Electronegativity,Mixing Entropy,Valence electron
14,CuNiCoFeCrAl0.5V0.2,0.482166150297656,358.55361550328473,-5.732644730966402,3.1672682400000003,0.8412673033613262,4.2849317867539725,4608.0452277269105,1710.2119072,0.10706650856846987,15.446206451709791,8.15797
15,CuNiCoFeCrAl0.5V0.4,0.4745002434350634,362.4436134289957,-6.483484899079199,3.16258865,0.8727810808955228,4.249747287841415,4196.806401635548,1726.2190498000002,0.11430169830992841,15.762733549091314,8.05081
16,CuNiCoFeCrAl0.5V0.6,0.46718225883184566,365.4154926479105,-7.1245677164896,3.1581787400000003,0.8967850760537199,4.214006910001325,3891.875265566943,1741.159562,0.1201453399618894,15.924978662962213,7.95063
17,CuNiCoFeCrAl0.5V0.8,0.46020042213893375,367.6430005625618,-7.672942752831199,3.15417164,0.9163337399796128,4.178125142020912,3659.194313459031,1755.2171959999998,0.1249311673305677,15.996190416001717,7.857130000000001
18,CuNiCoFeCrAl0.5V1.0,0.4535127442275704,369.24216479682997,-8.140896575788,3.1504046650000004,0.9329505936105286,4.142080483009469,3477.0433264584467,1768.4249269,0.12888648277079048,16.00647541190915,7.769410000000001
19,CuNiCoFeCrAl0.5V1.2,0.4471062324687156,370.3232864898408,-8.540450731752,3.14669531,0.9473374892133302,4.106266137697922,3330.5370223679834,1780.7220886000002,0.1321683487778162,15.97345679705282,7.68639
20,CuNiCoFeCrAl0.5V1.4,0.44096545132746146,370.96936059209133,-8.8804352777948,3.1433966950000003,0.9601561743366844,4.070603412943769,3211.222747664798,1792.4424523000002,0.13491008952164607,15.909607439071488,7.6088
21,CuNiCoFeCrAl0.5V1.6,0.43507284862848683,371.2524350916012,-9.169396084708001,3.1402354150000003,0.9716558350669107,4.035351841148553,3112.0102908995523,1803.4598618999999,0.13719847320824347,15.822506272406086,7.53541
22,CuNiCoFeCrAl0.5V1.8,0.42940405575035484,371.2249663333312,-9.413775446152002,3.13721593,0.9821438548660661,4.000460555599665,3028.5561281931814,1813.8625425999999,0.13911012459654404,15.717920540997309,7.465929999999999
23,CuNiCoFeCrAl0.5V2.0,0.4239503327608781,370.9381172004674,-9.6195361029724,3.13427219,0.9917589613969728,3.966075098089377,2957.433192269322,1823.648239,0.14070084928943358,15.600122192843386,7.3998800000000005
24,FeNiCrCuCo,0.42091553071845655,261.33392520681275,3.244319999999999,3.0845,12.535352188783982,1.0332036605064536,7296.276242865254,1768.954,0.08114185110040321,13.381611359171915,8.8
25,FeNiCrCuMo,0.30804886235790574,521.0051973483567,4.59216,3.21248,1.0439671829028698,3.580228808852335,5812.155165081744,1994.5539999999999,0.15218409903797442,13.381611359171915,8.2
26,FeNiCrCoAl1.5,0.5816921081333085,451.1088015762811,-22.494664762579998,3.251277966999999,0.30590637348509775,6.582494509340772,952.1313451050038,1615.8716130999999,0.11173463642609975,13.254688828273856,6.818249999999999
27,Fe NiCrCoAl2,0.6036730373892332,484.62505809665544,-24.651851593838003,3.317792527,0.24635414405674236,7.257712206613563,820.6523705558884,1559.0118451000003,0.11910525423579812,12.976553393523098,6.5001
28,FeNiCrCoAl2.5,0.6180929138254687,511.87345081642184,-25.905402794264003,3.3741179500000005,0.20593026152812535,7.832357064023247,736.8045102278331,1510.9061814000002,0.12680866717542866,12.632960175195182,6.23091
29,FeNiCrCoAl3,0.6276095991769646,534.5318164829573,-26.5610424045096,3.4223279509999998,0.17687941353960035,8.326976048739082,678.6107599935381,1469.6500578999999,0.13429478768789216,12.264558542664522,6.00009
30,FeNiCrCuZr,0.3063066789999852,298.1510430369144,-13.831520000000001,3.2294799999999997,0.11890221559121544,10.608628290028122,1781.0718531378307,1840.954,0.20581545131500698,13.381611359171915,7.8
31,CuNiCoFeMn,2.3501056112438863,171.82030748430176,1.7836799999999997,4.284999999999999,1.3241749112440795,3.1789341271027913,12279.335933895134,1636.754,0.044988887516807956,13.381611359171915,9.0
32,CuNiCoFeMnSn0.03,2.3461264683648255,192.18209624228913,1.5259624014671993,4.294261778,0.9451779614048189,3.7939806488420267,14532.970739384496,1630.0255905,0.04485484589205495,13.605164887700397,8.97029
33,CuNiCoFeMnSn0.05,2.343452765772115,204.40944176993227,1.3571640977567996,4.30031332,0.7978340536436335,4.145502603112548,16422.339944239793,1625.5504274,0.04476563860820036,13.710931262297455,8.9505
34,CuNiCoFeMnSn0.08,2.3394655319785307,221.15686314011808,1.1089751836199984,4.3093620999999995,0.6510383472422031,4.611400664699256,20210.570131969194,1618.9301344999997,0.04463319392559756,13.844340929565542,8.921249999999999
35,CuNiCoFeMnSn0.1,2.3368235455591058,231.4418939968213,0.9468034488767989,4.315375598,0.5821247417424343,4.890336450894525,23740.660675730094,1614.5782403999997,0.04454581461821075,13.921740578410345,8.902040000000001
36,CuNiCoFeMnSn0.2,2.3236000468071776,275.2234337524294,0.17256613230719986,4.3445327780000005,0.39085467963728715,6.032246919880959,131310.9243957666,1593.2461855000001,0.044115498410422595,14.22242121706343,8.80779
37,CuNi2FeCrAl0.2,0.35560418569491475,304.13692388508815,-1.3391118153028003,3.317204784,0.8976232141350359,3.657198324532768,15502.654447660318,1729.1465749000001,0.125987811040744,12.005799878832724,8.769330000000002
38,CuNi2FeCrAl0.3,0.3671394009036668,318.80148300466027,-2.9612355430080006,3.3309876919999994,0.8037495889090915,3.905238223560472,7095.511225044627,1714.1184055999997,0.12368702157759955,12.257893017641134,8.6604
39,CuNi2FeCrAl0.4,0.3776535992396184,332.3728086588674,-4.463474711432401,3.3443237109999995,0.7269384942916174,4.138658426942809,4741.447789427846,1699.6801991999998,0.12167284246480747,12.451361328824882,8.55566
40,CuNi2FeCrAl0.5,0.3872767531583136,344.9968342251056,-5.856117120585599,3.3571517529999992,0.663135194656304,4.359378289167313,3627.716398818275,1685.7450390999998,0.11992822932904498,12.602339985583432,8.45463
41,CuNi2FeCrAl0.8,0.4117852980264297,378.2590181659962,-9.4552016373844,3.3928997289999994,0.5240351317579645,4.958475573860179,2244.022141979079,1646.8011927999999,0.11614388235834851,12.88417929494679,8.172339999999998
42,Al1.25CoCrFeNi,0.5659523314452081,429.52978269712565,-20.9331547613888,3.2132975979999996,0.3565870799448957,6.11768052928182,1050.9029847673837,1648.3829669999998,0.1077582581964083,13.345633423632108,7.00014
43,Al1.5CoCrFeNi,0.5797270498874135,445.2885870846676,-22.494664762579994,3.251277966999999,0.32721080098217464,6.364597630494108,952.131345105004,1615.8716130999999,0.10906630000308813,13.254688828273856,6.818249999999999
44,Al2CoCrFeNi,0.5972863518861057,466.18400582106295,-24.651851593838007,3.317792527,0.2909804158422809,6.678021284400951,820.6523705558883,1559.0118451000003,0.1104807214138446,12.976553393523098,6.5001
45,Al0.5CoCrCuFeNiTi0.2,0.4809724281888329,343.0104563859107,-7.350085049332802,3.164489112,0.6351493302584899,4.931431391574733,3576.165477180031,1701.7201272000002,0.11951285086626451,15.446206451709791,8.12288
46,AlCoCrFeNi2,0.5166551977159891,373.2861557692355,-17.701768381620404,3.2302126970000002,0.4427109467783533,5.414016171072534,1239.9274506806155,1691.4282149,0.10703704472594874,12.976553393523098,7.666720000000001
47,AlCoCr1.2FeNi2,0.5113878534163674,377.22314863378176,-17.399918942028002,3.219854219,0.45576939398807503,5.3443391393985396,1277.213850465457,1707.1735263,0.10766646394939833,13.017667581748292,7.612900000000001
48,AlCoCr1.4FeNi3,0.48284671843609905,353.6706845887311,-15.9776677877396,3.2526454739999995,0.49882224269700826,4.987635739514224,1338.000290789736,1722.7978757999997,0.10743994641004385,12.408956643396266,7.89204
49,AlCoCr1.6FeNi4,0.4597220969146254,335.21149732889984,-14.7591927749232,3.276206448,0.536510274045074,4.690307585667141,1386.6721215314192,1734.0263716000002,0.1065571973687206,11.80268160420747,8.0931
50,AlCoCr1.8FeNi5,0.4406223332689356,320.3064134940825,-13.732284859209601,3.2939576240000004,0.5710828842369438,4.4387495373322565,1427.7267064642215,1742.4786388000002,0.10548150385700114,11.251759073367998,8.24482
51,AlCoCr2.0FeNi6,0.4245793564925495,307.9953320107501,-12.866299123522797,3.3079160209999996,0.6035885293599904,4.222856873396826,1463.2653943979678,1749.1338477,0.1043902409682394,10.763504626121023,8.36362
52,AlCoCr2.2FeNi7,0.41089793637912425,297.62981485334325,-12.130088807845196,3.3191372869999998,0.6346102366345623,4.035132642107719,1494.5395905155522,1754.4811259,0.10334815068706689,10.332911361753533,8.45908
53,Al0.5CrFeMnNi,2.3907385689045504,355.7085781480227,-13.2612656349064,4.497232805,0.4992468758819751,5.131418404313522,1697.251048666884,1712.1462117,0.09280172838428767,13.145896566360983,7.22215
54,Al0.6CrFeMnNi,2.3655155205851486,369.69084043588504,-14.649520484958398,4.487500355,0.4691422510097669,5.312865400594016,1532.3753889804007,1695.2213121,0.09401637336588664,13.242261934346331,7.13038
55,Al0.7CrFeMnNi,2.3410981749856017,381.9078980098135,-15.910353244159602,4.47831254,0.44484853545835706,5.469725412572803,1404.5256699582874,1679.0602818,0.09507600739409049,13.308932259162367,7.04269
56,Al0.8CrFeMnNi,2.3173521588543315,392.621411767132,-17.052646036631202,4.469244455,0.42487814355682324,5.605712700088624,1302.4177260643914,1663.4739849,0.09599528191644155,13.351377103589213,6.95824
57,FeMnNi,2.708457828450537,122.85160047797505,-4.1656944626387995,5.100948989999999,0.5918608774366935,3.9285230629057146,3696.954130287185,1685.9831399999998,0.05354099364038731,9.134362606477172,8.33325
58,CoMnNi,2.81066334654156,109.17922430572585,-5.986991369487599,4.981150187999999,0.6549003004203144,3.73466394612726,2550.4390856849154,1671.64995,0.05436474960854686,9.134362606477172,8.66658
59,CoFeNi,0.421049517330444,33.89181582624336,-1.0315349245476,2.965837008,85.08831546130095,0.3276454648614001,15664.545600402478,1768.98231,0.032659699937384545,9.134362606477172,8.99991
60,CoCrNi,0.41811671495193764,204.29941086552353,-5.0252328271692,2.9803368629999993,337.3141347865927,0.16455908117517073,3439.0528406719745,1891.98108,0.10033227795679715,9.134362606477172,8.33325
61,Co4Ni4Cr,0.5222861715417876,203.6850144708735,-2.3626194135696004,3.003792184,190.37865825363772,0.20528790082676315,6098.923564392798,1795.9820399999999,0.10290181242330022,8.023151063978084,9.111020000000002
62,Co19Ni19Cr1,0.5766095866892936,220.3922952042017,-0.7610281651840001,3.0128436979999997,128.80630658960044,0.22647890190757605,15271.321509844316,1759.0764800000002,0.11296101280654285,6.606822341557186,9.410260000000001
63,CoFeMnNi,2.6006580613135206,112.16171361030466,-3.821,4.452525,0.9139601605566068,3.5512495217343556,5147.7671802593295,1706.5,0.04815340071064553,11.526292643287958,8.5
64,CoCrFeNi ,0.36544295724503967,180.37235791550765,-3.7144999999999997,2.9519,126.28231100530084,0.3021158847667784,5808.140599023889,1871.75,0.0869985632065266,11.526292643287958,8.25
65,CoCr4Ni4,0.36544381784479213,220.94635004905604,-6.1711358346912,3.138090841,389.23583690160723,0.14357078509320614,2513.519502991122,1933.3140000000003,0.1109548917353354,8.023151063978084,8.111030000000001
66,CoCrFeMnNi,2.406540924563719,214.32815960577835,-4.1088,4.14402,1.2518589700580744,3.2694635767180076,5866.1795123005395,1801.2,0.07964923100695952,13.381611359171915,8.0
67,CoCrFeNiV,0.32835161275681274,203.78321815105386,-8.8904,2.96752,2.731028974568046,2.213558746578467,2911.0092199044457,1934.0,0.13069047402163633,13.381611359171915,7.6
68,CoCrFeNiVAl0.5,0.45094995680041927,365.22522689408675,-15.971823563911197,3.0659124769999995,0.7494578652263697,4.4284960022951365,1696.0747085542262,1843.0611577,0.13006671745684978,14.698050513986049,7.181889999999998
69,MoWZr,0.03654276005996258,639.7635989488617,-6.7167545517828,3.181368186,0.15135057099508384,7.768677482181132,3952.3905246599506,2906.3042699999996,0.07071032456438023,9.134362606477172,5.333279999999999
70,MoTiTa,0.14343071438781851,566.3757223080805,-3.1008268714211997,3.1330020029999996,1.0799237112740432,2.908322649217512,7980.045928756546,2708.9729099999995,0.05436474960854686,9.134362606477172,4.99995
71,WTaZr,0.05556543901923204,664.1383977605873,-5.9834358850428,3.2328010050000002,0.19738266903105423,6.8027516332038696,4637.280631487132,3037.6362899999995,0.06649945864441298,9.134362606477172,4.99995
72,TiTaZr,0.15155641147704693,596.7487792530454,1.7355208446179997,3.1613350529999997,0.36306777047181105,5.015858481784001,12910.45709837358,2452.97547,0.02494425785626816,9.134362606477172,4.33329
73,MoTiZr,0.11775286364585774,413.22614629280173,-4.3185802937652,3.1099022339999993,0.20519800114240205,6.671946588044052,4910.57979074029,2321.64345,0.06164383180821902,9.134362606477172,4.66662
74,MoWTa,0.06884968600799862,326.1990570495261,-5.5007788716612,3.204467955,1.8654378840537498,2.212833449762277,5469.269986062605,3293.6337299999996,0.06128228128912951,9.134362606477172,5.6666099999999995
75,MoWTi,0.09706366299702471,717.0073400042708,-4.1616945426384,3.0876357899999998,0.8519186763373278,3.2744627497963736,6242.136996214837,2843.9715599999995,0.0424261947386282,9.134362606477172,5.333279999999999
76,WTiTa,0.14427556449447695,749.8363818994114,-5.131452924957599,3.139068609,1.1819845920121352,2.7799258774797364,5296.258615544882,2975.3035800000002,0.05436474960854686,9.134362606477172,4.99995
77,WTiZr,0.11995450293507107,786.4772604087165,-6.5607576717672,3.11596884,0.2120808543593943,6.562788248436332,3603.1652456828438,2587.97412,0.06164383180821902,9.134362606477172,4.66662
78,MoTaZr,0.0631009963296936,482.50308542018666,-3.6030390492492,3.2267343989999997,0.1918338171486776,6.90043611703638,7025.766326824289,2771.3056199999996,0.06649945864441299,9.134362606477172,4.99995
79,MoWTaZr,0.06080330480327528,578.4256110339513,-6.1325,3.211375,0.2523504961880669,6.758382060393525,5642.855619781699,3002.25,0.07035623639735139,11.526292643287958,5.25
80,MoWTiZr,0.10474782813977566,694.0471885974325,-6.1195,3.12375,0.254623598171421,6.728147368710954,5019.6208667967,2665.0,0.06363961030678926,11.526292643287958,5.0
81,MoWTiTa,0.12499374734361708,650.2885897814908,-5.033,3.1410749999999994,1.2862243840081102,2.9935495533847583,6768.519353713005,2955.5,0.056789083458002716,11.526292643287958,5.25
82,MoTaTiZr,0.13139970272036378,551.254194995376,-2.612,3.1577749999999996,0.32229893799017534,5.9801955248869945,11313.373952614664,2563.75,0.05760859310901452,11.526292643287958,4.75
83,WTiTaZr,0.13126285413246191,745.8654369254551,-4.48325,3.1623249999999996,0.3313798912839089,5.897687342500226,7104.870288234266,2763.5,0.05760859310901452,11.526292643287958,4.75
84,MoTaTiWZr,0.1175649879853691,669.2243271131139,-5.2011199999999995,3.1592599999999997,0.36490021232611014,6.055738989829935,7178.203097042492,2790.0,0.06343500610861479,13.381611359171915,5.0
85,Al0.25MoNbTiV,0.25589925366538246,521.2709414124948,-8.4703560579396,3.1624227680000003,0.7929323853559918,4.0033623419256275,3531.291358788328,2353.6900054000002,0.06811609781018307,12.7082560084964,4.88226
86,Al0.25NbTaTiV,0.2619995857251584,632.6095055527627,-7.152278955280799,3.198728015,0.8652528330637356,3.8324055690074994,4346.783006759852,2446.3942653999998,0.08306423939302715,12.7082560084964,4.64697
87,Al0.2MoTaTiV,0.2384408032393545,633.3434221537226,-7.388005261912,3.1522059,0.7747719260127228,4.027800393072587,4252.012099158411,2499.2628413999996,0.0824901562958532,12.56926132054957,4.90486
88,Al0.3HfNbTaTiZr,0.23370498950625818,590.7930056458434,-6.437977751807999,3.244477912,0.4770509821566818,4.976920373393452,4465.649530079395,2433.0326019999998,0.10784769972345265,11.816427078860405,4.320759999999999
89,Al0.3NbTa0.8Ti1.4V0.2Zr1.3,0.25834250060723657,601.7666458975273,-7.394513599999999,3.2190019999999997,0.3779226974234923,5.968748266712427,4217.8388389711845,2316.4882000000002,0.0827832084422922,13.463857341203216,4.34
90,Al0.4Hf0.6NbTaTiZr,0.26511132967114026,643.556324983478,-9.678214399999998,3.2644280000000006,0.5092615493054555,4.931542016872469,3067.7146319997382,2397.1976,0.10517348715336962,12.38529519907352,4.32
91,Al0.5CrNbTi2V0.5,0.338542984124616,484.9761394965735,-14.92672,3.1303500000000004,0.32625482879797446,6.122329233316985,1699.200067185764,2074.047,0.11366622189551305,12.228982094843118,4.6
92,Al0.5HfNbTaTiZr,0.27448801513720705,644.3228910386321,-11.421649917175197,3.273787283,0.4927647097918023,4.95961886105669,2524.145349186469,2378.5210577,0.1176838023534405,12.12093726273416,4.2727699999999995
93,Al0.5MoNbTiV,0.3211393740630383,602.0559089998935,-13.1778105139104,3.2117345490000004,0.8501210573212191,3.9323731181672517,2269.2981362639302,2274.8072517,0.07520075348322289,13.145896566360983,4.77773
94,Al0.5NbTa0.8Ti1.5V0.2Zr,0.30877503430815134,667.1016283903075,-12.616299199999997,3.246078,0.48934208691376374,5.306368779410222,2473.644737975632,2264.967,0.09040315259989556,13.778674094945384,4.3
95,Al0.5NbTaTiV,0.32063061990226566,705.7440357410037,-12.700387963739201,3.246023095,0.9410897526340373,3.737486074465801,2445.2296807863595,2362.3619317000002,0.09131584353221521,13.145896566360983,4.555510000000001
96,Al0.6MoTaTiV,0.34035077549485165,748.9097162502168,-14.837116481114801,3.2301383340000003,0.8648852366871578,3.9129278950811357,2109.0378039590146,2363.0433921,0.0928671535607898,13.242261934346331,4.739090000000001
97,Al0.75HfNbTaTiZr,0.31159408194249144,695.6468513220298,-16.673447910424795,3.3074146039999994,0.506502915495324,4.933141738313415,1711.8761893856088,2315.6271420999997,0.12711117544995404,12.326197924477784,4.21731
98,Al0.75MoNbTiV,0.36427161142923525,658.1078264090291,-16.8732676307004,3.2558845009999997,0.8932894583193912,3.863360755180762,1741.7550806702216,2204.2636783,0.08022855291779968,13.332842124380804,4.68427
99,Al1.5MoNbTiV,0.434490280480724,751.1541626068305,-23.876708931974395,3.3641154589999998,0.9841093613029449,3.6699748387545172,1127.451498832216,2030.9666731,0.08858042496665247,13.254688828273856,4.45459
100,AlCr0.5NbTiV,0.42991315847162026,623.7525584199756,-22.975145428470405,3.285678254,0.4801466383184249,5.232487013744181,1131.3099775992112,1977.1957834,0.10263668797159131,13.145896566360983,4.444400000000001
101,AlMoNbTiV,0.3949431837619179,698.6842252004835,-19.78224,3.29554,0.9284149311464147,3.796497761174114,1448.0632702318421,2140.694,0.08388945106507742,13.381611359171915,4.6
102,AlMoTaTiV,0.3949455628311325,816.3490323041977,-19.904480000000003,3.29572,0.9248845829965213,3.8037366066696743,1511.777709023382,2248.694,0.09898605962457549,13.381611359171915,4.6
103,AlNb1.5Ta0.5Ti1.5Zr0.5,0.38870154013072805,753.6850122856365,-22.28772,3.33859,0.8170320277786336,3.9132289021493203,1198.956165209227,2135.794,0.10121482104909343,12.511505932902233,4.2
104,AlNbTaTiV,0.3880999716567885,795.0054290028465,-20.526720000000005,3.3264,1.0519937433516828,3.56654434166941,1446.9143692715595,2219.494,0.10145264905363495,13.381611359171915,4.4
105,AlNbTiV,0.4336820343004769,657.2079752017241,-24.487000000000005,3.332675,0.7398549696425205,3.94703995988979,918.7648959007985,1951.8675,0.09360388613727542,11.526292643287958,4.25
106,CoCrMoNbTi0.4,0.289352729248663,463.67585209463357,-12.529353027777601,2.9647021430000002,0.33589100400912736,6.223879303803052,2447.5433114238012,2356.8846900000003,0.1714694940938885,13.011300183550608,6.272660000000001
107,Hf0.4Nb1.54Ta1.54Ti0.89Zr0.64,0.1384478444214816,511.60504665146,2.4344937844759995,3.221532930999999,0.5531782113088629,4.41190011438731,11823.952662939824,2673.3445999999994,0.06652129149858713,10.767537887134136,4.61478
108,Hf0.5Mo0.5NbTiZr,0.1317492765634786,368.4838022220244,-0.22618749999999976,3.163725,0.3272521974009668,5.746311613303422,113702.30653920435,2380.0,0.08957364288673314,10.805899353082461,4.5
109,Hf0.5Nb0.5Ta0.5Ti1.5Zr,0.1711310056469895,519.918367991553,1.807625,3.1393125,0.4300992488346867,4.884649758693279,13217.018496195997,2328.125,0.07419358125875848,10.26208346166391,4.25
110,Hf0.75NbTa0.5Ti1.5Zr1.25,0.146767260995087,447.47821176008114,2.2707699999999993,3.1629100000000006,0.4275050776688135,4.95012855669738,10929.563286440485,2369.2,0.08095060222135471,10.475487263190299,4.3
111,HfMo0.25NbTaTiZr,0.1270606639164742,484.26714479077503,1.5345012875071997,3.193901972,0.33803542415391835,5.885714120624071,19389.470072401407,2540.81272,0.09289713563680967,11.710098330341435,4.47628
112,HfMo0.5NbTaTiZr,0.12419569746558703,471.92427848505133,0.6111196602264002,3.1917410079999997,0.3648228767806401,5.764041113491563,50714.1998791019,2556.93466,0.09405953385537749,12.12093726273416,4.5455
113,HfMo0.5NbTiV0.5,0.13450652168203586,351.0099713683359,-0.7322499999999998,3.134025,0.23901544903415892,6.4958481026172175,33525.95759003126,2434.125,0.13410000932140165,10.085506062876963,4.625
114,HfMoNbTaTiZr,0.11932012737051803,456.5854883936487,-0.8091434758792007,3.1880470930000007,0.3711639027177508,5.783428575096228,39665.06606696197,2585.21837,0.09655262123146459,12.414707322538383,4.66676
115,HfMoNbTiZr,0.11833279173584971,361.84217554066305,-1.5108800000000002,3.16532,0.2879568313702379,6.0972711209345105,17318.29634866461,2444.2,0.1057166022912201,10.705289087337531,4.6
116,HfMoTaTiZr,0.11853863505203686,493.5975688756986,-1.84064,3.1655,0.2888438631476445,6.087901643792076,14843.77108435264,2552.2,0.10111379727811631,10.705289087337531,4.6
117,HfNb0.18Ta0.18Ti1.27Zr,0.17096745753023393,424.94199492904005,0.8774301095551998,3.130640823,0.40652087183385655,4.568643595575026,21808.47761721674,2255.17618,0.09221506052440673,8.485108646769499,4.0991800000000005
118,HfNbTaTiZr,0.12915609780416865,476.41494518958996,2.6439999999999997,3.19618,0.4291693706327637,4.994417459613799,10215.372302327003,2523.0,0.08681013765684283,10.705289087337531,4.4
119,HfNbTaZr,0.04511736777561378,421.73777397809647,3.3089999999999997,3.257525,0.30053861236518453,5.363216319926806,6971.4215590693375,2668.5,0.09148087231765996,8.644719482465968,4.5
120,HfNbTiVZr,0.1305766656030088,288.8173125004801,0.16176000000000035,3.1419200000000003,0.2143309561972518,7.067352431102038,152320.06283021765,2301.6,0.12116104984688769,10.705289087337531,4.4
121,HfNbTiZr,0.13190310837883984,316.02798531142776,2.3765,3.1699,0.3641391934322987,4.872386594327409,8480.118785398185,2331.25,0.0965336728815391,8.644719482465968,4.25
122,HfTaTiZr,0.13212610217137255,517.3114994855614,1.68,3.170125,0.367233835157669,4.851813610897991,12690.499656923628,2466.25,0.08366600265340757,8.644719482465968,4.25
123,Mo0.1NbTiV0.3Zr,0.1542943062276553,417.6799192702588,0.7946897621728002,3.149119254,0.29532501992894805,6.273059857876573,33392.13295102513,2283.40356,0.061010716537381084,11.621417544471502,4.44122
124,Mo0.3NbTiV0.3Zr,0.1477459347976303,406.436747977284,-0.22163689752480026,3.1489727059999995,0.29877040990672793,6.421138242520211,128802.22160742809,2317.41489,0.06300860743271504,12.318607649652304,4.527769999999999
125,Mo0.3NbTiVZr,0.13909956610772664,354.06915784816886,-1.1110030833024,3.1296359820000004,0.26249992716925125,6.990079081807549,26501.262767188487,2295.55904,0.07596678914861066,12.826062903506722,4.6047
126,Mo0.5NbTiV0.3Zr,0.14212810539243148,399.5914467160354,-1.0342126525823998,3.1488996719999993,0.2966458522247498,6.529802029182798,28714.84651189274,2347.89157,0.0645492678713723,12.648479154240103,4.605309999999999
127,Mo0.5NbTiVZr,0.13536480192937073,358.47724774384227,-1.6096468189264,3.1303464740000004,0.27187635527868254,6.953594895363113,18965.2708293289,2322.199,0.07483277356880472,13.145896566360983,4.66662
128,Mo0.7NbTiV0.3Zr,0.13729026768128894,396.16515495434476,-1.6870999999999996,3.148775,0.29299149450103484,6.60861373255974,18015.603805409974,2375.275,0.06574809883182932,12.79604474433788,4.675
129,Mo0.7NbTiVZr,0.13209703612719925,364.02880054835714,-2.0213843374875995,3.1311477439999997,0.2783445676940276,6.9148096971427915,15450.739129787682,2346.6857800000002,0.07382283811187065,13.308932259162367,4.7235
130,Mo1.3NbTiV0.3Zr,0.12635045150002994,399.1729578938752,-2.9855397831751995,3.148543118,0.2811346029502277,6.727706724119913,10413.192402282368,2443.19623,0.06801714624453159,12.72472501599748,4.84783
131,Mo1.3NbTiVZr,0.12447404754448327,384.19018984370535,-2.8769301793728,3.1328867359999992,0.2891402797127313,6.790121091359593,11161.951918480572,2408.82824,0.07136573837465707,13.331027842393977,4.867919999999999
