,Alloy,Diff. Lattice Constants,Diff. Melting Point,Mixing Enthalpy,Lattice Constants,Lambda,Diff. in atomic radii,Omega,Melting Temp.,Diff. Electronegativity,Mixing Entropy,Valence electron,Young's Mod (GPa)
27,Fe NiCrCoAl2,0.603673037389233,484.625058096655,-24.651851593838,3.317792527,0.246354144056742,7.25771220661356,820.652370555889,1559.0118451,0.119105254235798,12.9765533935231,6.5001,141.7
28,FeNiCrCoAl2.5,0.618092913825469,511.873450816422,-25.905402794264,3.37411795,0.205930261528125,7.83235706402325,736.804510227833,1510.9061814,0.126808667175429,12.6329601751952,6.23091,141.6
29,FeNiCrCoAl3,0.627609599176965,534.531816482957,-26.5610424045096,3.422327951,0.1768794135396,8.32697604873908,678.610759993538,1469.6500579,0.134294787687892,12.2645585426645,6.00009,141.7
30,FeNiCrCuZr,0.306306678999985,298.151043036914,-13.83152,3.22948,0.118902215591215,10.6086282900281,1781.07185313783,1840.954,0.205815451315007,13.3816113591719,7.8,141.5
31,CuNiCoFeMn,2.35010561124389,171.820307484302,1.78368,4.285,1.32417491124408,3.17893412710279,12279.3359338951,1636.754,0.044988887516808,13.3816113591719,9,141.1
32,CuNiCoFeMnSn0.03,2.34612646836483,192.182096242289,1.5259624014672,4.294261778,0.945177961404819,3.79398064884203,14532.9707393845,1630.0255905,0.044854845892055,13.6051648877004,8.97029,141.4
33,CuNiCoFeMnSn0.05,2.34345276577212,204.409441769932,1.3571640977568,4.30031332,0.797834053643634,4.14550260311255,16422.3399442398,1625.5504274,0.0447656386082,13.7109312622975,8.9505,141.6
34,CuNiCoFeMnSn0.08,2.33946553197853,221.156863140118,1.10897518362,4.3093621,0.651038347242203,4.61140066469926,20210.5701319692,1618.9301345,0.044633193925598,13.8443409295655,8.92125,137.2
35,CuNiCoFeMnSn0.1,2.33682354555911,231.441893996821,0.946803448876799,4.315375598,0.582124741742434,4.89033645089453,23740.6606757301,1614.5782404,0.044545814618211,13.9217405784103,8.90204,137.6
36,CuNiCoFeMnSn0.2,2.32360004680718,275.223433752429,0.1725661323072,4.344532778,0.390854679637287,6.03224691988096,131310.924395767,1593.2461855,0.044115498410423,14.2224212170634,8.80779,139.5
37,CuNi2FeCrAl0.2,0.355604185694915,304.136923885088,-1.3391118153028,3.317204784,0.897623214135036,3.65719832453277,15502.6544476603,1729.1465749,0.125987811040744,12.0057998788327,8.76933,137.9
38,CuNi2FeCrAl0.3,0.367139400903667,318.80148300466,-2.961235543008,3.330987692,0.803749588909091,3.90523822356047,7095.51122504463,1714.1184056,0.1236870215776,12.2578930176411,8.6604,202
39,CuNi2FeCrAl0.4,0.377653599239618,332.372808658867,-4.4634747114324,3.344323711,0.726938494291617,4.13865842694281,4741.44778942785,1699.6801992,0.121672842464807,12.4513613288249,8.55566,178.6
40,CuNi2FeCrAl0.5,0.387276753158314,344.996834225106,-5.8561171205856,3.357151753,0.663135194656304,4.35937828916731,3627.71639881828,1685.7450391,0.119928229329045,12.6023399855834,8.45463,78.1
41,CuNi2FeCrAl0.8,0.41178529802643,378.259018165996,-9.4552016373844,3.392899729,0.524035131757964,4.95847557386018,2244.02214197908,1646.8011928,0.116143882358349,12.8841792949468,8.17234,139.15
42,Al1.25CoCrFeNi,0.565952331445208,429.529782697126,-20.9331547613888,3.213297598,0.356587079944896,6.11768052928182,1050.90298476738,1648.382967,0.107758258196408,13.3456334236321,7.00014,55.6
43,Al1.5CoCrFeNi,0.579727049887414,445.288587084668,-22.49466476258,3.251277967,0.327210800982175,6.36459763049411,952.131345105004,1615.8716131,0.109066300003088,13.2546888282739,6.81825,98.6
44,Al2CoCrFeNi,0.597286351886106,466.184005821063,-24.651851593838,3.317792527,0.290980415842281,6.67802128440095,820.652370555888,1559.0118451,0.110480721413845,12.9765533935231,6.5001,128.3
45,Al0.5CoCrCuFeNiTi0.2,0.480972428188833,343.010456385911,-7.3500850493328,3.164489112,0.63514933025849,4.93143139157473,3576.16547718003,1701.7201272,0.119512850866265,15.4462064517098,8.12288,76.5
46,AlCoCrFeNi2,0.516655197715989,373.286155769236,-17.7017683816204,3.230212697,0.442710946778353,5.41401617107253,1239.92745068062,1691.4282149,0.107037044725949,12.9765533935231,7.66672,148
47,AlCoCr1.2FeNi2,0.511387853416367,377.223148633782,-17.399918942028,3.219854219,0.455769393988075,5.34433913939854,1277.21385046546,1707.1735263,0.107666463949398,13.0176675817483,7.6129,150
48,AlCoCr1.4FeNi3,0.482846718436099,353.670684588731,-15.9776677877396,3.252645474,0.498822242697008,4.98763573951422,1338.00029078974,1722.7978758,0.107439946410044,12.4089566433963,7.89204,157
49,AlCoCr1.6FeNi4,0.459722096914625,335.2114973289,-14.7591927749232,3.276206448,0.536510274045074,4.69030758566714,1386.67212153142,1734.0263716,0.106557197368721,11.8026816042075,8.0931,88.46
50,AlCoCr1.8FeNi5,0.440622333268936,320.306413494082,-13.7322848592096,3.293957624,0.571082884236944,4.43874953733226,1427.72670646422,1742.4786388,0.105481503857001,11.251759073368,8.24482,105
51,AlCoCr2.0FeNi6,0.42457935649255,307.99533201075,-12.8662991235228,3.307916021,0.60358852935999,4.22285687339683,1463.26539439797,1749.1338477,0.104390240968239,10.763504626121,8.36362,162
52,AlCoCr2.2FeNi7,0.410897936379124,297.629814853343,-12.1300888078452,3.319137287,0.634610236634562,4.03513264210772,1494.53959051555,1754.4811259,0.103348150687067,10.3329113617535,8.45908,102
53,Al0.5CrFeMnNi,2.39073856890455,355.708578148023,-13.2612656349064,4.497232805,0.499246875881975,5.13141840431352,1697.25104866688,1712.1462117,0.092801728384288,13.145896566361,7.22215,117
54,Al0.6CrFeMnNi,2.36551552058515,369.690840435885,-14.6495204849584,4.487500355,0.469142251009767,5.31286540059402,1532.3753889804,1695.2213121,0.094016373365887,13.2422619343463,7.13038,136
55,Al0.7CrFeMnNi,2.3410981749856,381.907898009813,-15.9103532441596,4.47831254,0.444848535458357,5.4697254125728,1404.52566995829,1679.0602818,0.095076007394091,13.3089322591624,7.04269,174
56,Al0.8CrFeMnNi,2.31735215885433,392.621411767132,-17.0526460366312,4.469244455,0.424878143556823,5.60571270008862,1302.41772606439,1663.4739849,0.095995281916442,13.3513771035892,6.95824,232.744
57,FeMnNi,2.70845782845054,122.851600477975,-4.1656944626388,5.10094899,0.591860877436693,3.92852306290571,3696.95413028718,1685.98314,0.053540993640387,9.13436260647717,8.33325,182
58,CoMnNi,2.81066334654156,109.179224305726,-5.9869913694876,4.981150188,0.654900300420314,3.73466394612726,2550.43908568492,1671.64995,0.054364749608547,9.13436260647717,8.66658,190
59,CoFeNi,0.421049517330444,33.8918158262434,-1.0315349245476,2.965837008,85.088315461301,0.3276454648614,15664.5456004025,1768.98231,0.032659699937385,9.13436260647717,8.99991,161
60,CoCrNi,0.418116714951938,204.299410865524,-5.0252328271692,2.980336863,337.314134786593,0.164559081175171,3439.05284067197,1891.98108,0.100332277956797,9.13436260647717,8.33325,226
61,Co4Ni4Cr,0.522286171541788,203.685014470873,-2.3626194135696,3.003792184,190.378658253638,0.205287900826763,6098.9235643928,1795.98204,0.1029018124233,8.02315106397808,9.11102,223
62,Co19Ni19Cr1,0.576609586689294,220.392295204202,-0.761028165184,3.012843698,128.8063065896,0.226478901907576,15271.3215098443,1759.07648,0.112961012806543,6.60682234155719,9.41026,219
63,CoFeMnNi,2.60065806131352,112.161713610305,-3.821,4.452525,0.913960160556607,3.55124952173436,5147.76718025933,1706.5,0.048153400710646,11.526292643288,8.5,186
64,CoCrFeNi ,0.36544295724504,180.372357915508,-3.7145,2.9519,126.282311005301,0.302115884766778,5808.14059902389,1871.75,0.086998563206527,11.526292643288,8.25,210
65,CoCr4Ni4,0.365443817844792,220.946350049056,-6.1711358346912,3.138090841,389.235836901607,0.143570785093206,2513.51950299112,1933.314,0.110954891735335,8.02315106397808,8.11103,240
66,CoCrFeMnNi,2.40654092456372,214.328159605778,-4.1088,4.14402,1.25185897005807,3.26946357671801,5866.17951230054,1801.2,0.07964923100696,13.3816113591719,8,202
67,CoCrFeNiV,0.328351612756813,203.783218151054,-8.8904,2.96752,2.73102897456805,2.21355874657847,2911.00921990445,1934,0.130690474021636,13.3816113591719,7.6,233.7
68,CoCrFeNiVAl0.5,0.450949956800419,365.225226894087,-15.9718235639112,3.065912477,0.74945786522637,4.42849600229514,1696.07470855423,1843.0611577,0.13006671745685,14.6980505139861,7.18189,209
69,MoWZr,0.036542760059963,639.763598948862,-6.7167545517828,3.181368186,0.151350570995084,7.76867748218113,3952.39052465995,2906.30427,0.07071032456438,9.13436260647717,5.33328,157.5717
70,MoTiTa,0.143430714387819,566.375722308081,-3.1008268714212,3.133002003,1.07992371127404,2.90832264921751,7980.04592875655,2708.97291,0.054364749608547,9.13436260647717,4.99995,159.9126
71,WTaZr,0.055565439019232,664.138397760587,-5.9834358850428,3.232801005,0.197382669031054,6.80275163320387,4637.28063148713,3037.63629,0.066499458644413,9.13436260647717,4.99995,179.9365
72,TiTaZr,0.151556411477047,596.748779253045,1.735520844618,3.161335053,0.363067770471811,5.015858481784,12910.4570983736,2452.97547,0.024944257856268,9.13436260647717,4.33329,120.8907
73,MoTiZr,0.117752863645858,413.226146292802,-4.3185802937652,3.109902234,0.205198001142402,6.67194658804405,4910.57979074029,2321.64345,0.061643831808219,9.13436260647717,4.66662,130.5883
74,MoWTa,0.068849686007999,326.199057049526,-5.5007788716612,3.204467955,1.86543788405375,2.21283344976228,5469.26998606261,3293.63373,0.06128228128913,9.13436260647717,5.66661,265.0655
75,MoWTi,0.097063662997025,717.007340004271,-4.1616945426384,3.08763579,0.851918676337328,3.27446274979637,6242.13699621484,2843.97156,0.042426194738628,9.13436260647717,5.33328,192.246
76,WTiTa,0.144275564494477,749.836381899411,-5.1314529249576,3.139068609,1.18198459201214,2.77992587747974,5296.25861554488,2975.30358,0.054364749608547,9.13436260647717,4.99995,182.8289
77,WTiZr,0.119954502935071,786.477260408716,-6.5607576717672,3.11596884,0.212080854359394,6.56278824843633,3603.16524568284,2587.97412,0.061643831808219,9.13436260647717,4.66662,121.5248
78,MoTaZr,0.063100996329694,482.503085420187,-3.6030390492492,3.226734399,0.191833817148678,6.90043611703638,7025.76632682429,2771.30562,0.066499458644413,9.13436260647717,4.99995,181.26109
79,MoWTaZr,0.060803304803275,578.425611033951,-6.1325,3.211375,0.252350496188067,6.75838206039353,5642.8556197817,3002.25,0.070356236397351,11.526292643288,5.25,196.7513
80,MoWTiZr,0.104747828139776,694.047188597433,-6.1195,3.12375,0.254623598171421,6.72814736871095,5019.6208667967,2665,0.063639610306789,11.526292643288,5,159.15988
81,MoWTiTa,0.124993747343617,650.288589781491,-5.033,3.141075,1.28622438400811,2.99354955338476,6768.51935371301,2955.5,0.056789083458003,11.526292643288,5.25,196.83719
82,MoTaTiZr,0.131399702720364,551.254194995376,-2.612,3.157775,0.322298937990175,5.98019552488699,11313.3739526147,2563.75,0.057608593109015,11.526292643288,4.75,161.75
83,WTiTaZr,0.131262854132462,745.865436925455,-4.48325,3.162325,0.331379891283909,5.89768734250023,7104.87028823427,2763.5,0.057608593109015,11.526292643288,4.75,156.39548
84,MoTaTiWZr,0.117564987985369,669.224327113114,-5.20112,3.15926,0.36490021232611,6.05573898982994,7178.20309704249,2790,0.063435006108615,13.3816113591719,5,152.04969
85,Al0.25MoNbTiV,0.255899253665382,521.270941412495,-8.4703560579396,3.162422768,0.792932385355992,4.00336234192563,3531.29135878833,2353.6900054,0.068116097810183,12.7082560084964,4.88226,163.6
86,Al0.25NbTaTiV,0.261999585725158,632.609505552763,-7.1522789552808,3.198728015,0.865252833063736,3.8324055690075,4346.78300675985,2446.3942654,0.083064239393027,12.7082560084964,4.64697,130
87,Al0.2MoTaTiV,0.238440803239354,633.343422153723,-7.388005261912,3.1522059,0.774771926012723,4.02780039307259,4252.01209915841,2499.2628414,0.082490156295853,12.5692613205496,4.90486,184
88,Al0.3HfNbTaTiZr,0.233704989506258,590.793005645844,-6.437977751808,3.244477912,0.477050982156682,4.97692037339345,4465.64953007939,2433.032602,0.107847699723453,11.8164270788604,4.32076,108.3
89,Al0.3NbTa0.8Ti1.4V0.2Zr1.3,0.258342500607237,601.766645897527,-7.3945136,3.219002,0.377922697423492,5.96874826671243,4217.83883897118,2316.4882,0.082783208442292,13.4638573412032,4.34,110.2
90,Al0.4Hf0.6NbTaTiZr,0.26511132967114,643.556324983478,-9.6782144,3.264428,0.509261549305456,4.93154201687247,3067.71463199974,2397.1976,0.10517348715337,12.3852951990735,4.32,110
91,Al0.5CrNbTi2V0.5,0.338542984124616,484.976139496574,-14.92672,3.13035,0.326254828797975,6.12232923331699,1699.20006718576,2074.047,0.113666221895513,12.2289820948431,4.6,143
92,Al0.5HfNbTaTiZr,0.274488015137207,644.322891038632,-11.4216499171752,3.273787283,0.492764709791802,4.95961886105669,2524.14534918647,2378.5210577,0.117683802353441,12.1209372627342,4.27277,106.9
93,Al0.5MoNbTiV,0.321139374063038,602.055908999894,-13.1778105139104,3.211734549,0.850121057321219,3.93237311816725,2269.29813626393,2274.8072517,0.075200753483223,13.145896566361,4.77773,158.4
94,Al0.5NbTa0.8Ti1.5V0.2Zr,0.308775034308151,667.101628390308,-12.6162992,3.246078,0.489342086913764,5.30636877941022,2473.64473797563,2264.967,0.090403152599896,13.7786740949454,4.3,111.3
95,Al0.5NbTaTiV,0.320630619902266,705.744035741004,-12.7003879637392,3.246023095,0.941089752634037,3.7374860744658,2445.22968078636,2362.3619317,0.091315843532215,13.145896566361,4.55551,126.7
96,Al0.6MoTaTiV,0.340350775494852,748.909716250217,-14.8371164811148,3.230138334,0.864885236687158,3.91292789508114,2109.03780395901,2363.0433921,0.09286715356079,13.2422619343463,4.73909,174.1
97,Al0.75HfNbTaTiZr,0.311594081942491,695.64685132203,-16.6734479104248,3.307414604,0.506502915495324,4.93314173831342,1711.87618938561,2315.6271421,0.127111175449954,12.3261979244778,4.21731,105.3
98,Al0.75MoNbTiV,0.364271611429235,658.107826409029,-16.8732676307004,3.255884501,0.893289458319391,3.86336075518076,1741.75508067022,2204.2636783,0.0802285529178,13.3328421243808,4.68427,153.8
99,Al1.5MoNbTiV,0.434490280480724,751.154162606831,-23.8767089319744,3.364115459,0.984109361302945,3.66997483875452,1127.45149883222,2030.9666731,0.088580424966653,13.2546888282739,4.45459,142.4
100,AlCr0.5NbTiV,0.42991315847162,623.752558419976,-22.9751454284704,3.285678254,0.480146638318425,5.23248701374418,1131.30997759921,1977.1957834,0.102636687971591,13.145896566361,4.4444,124.1
101,AlMoNbTiV,0.394943183761918,698.684225200484,-19.78224,3.29554,0.928414931146415,3.79649776117411,1448.06327023184,2140.694,0.083889451065077,13.3816113591719,4.6,149.6
102,AlMoTaTiV,0.394945562831132,816.349032304198,-19.90448,3.29572,0.924884582996521,3.80373660666967,1511.77770902338,2248.694,0.098986059624576,13.3816113591719,4.6,165.8
103,AlNb1.5Ta0.5Ti1.5Zr0.5,0.388701540130728,753.685012285637,-22.28772,3.33859,0.817032027778633,3.91322890214932,1198.95616520923,2135.794,0.101214821049093,12.5115059329022,4.2,105.7
104,AlNbTaTiV,0.388099971656788,795.005429002847,-20.52672,3.3264,1.05199374335168,3.56654434166941,1446.91436927156,2219.494,0.101452649053635,13.3816113591719,4.4,121
105,AlNbTiV,0.433682034300477,657.207975201724,-24.487,3.332675,0.73985496964252,3.94703995988979,918.764895900799,1951.8675,0.093603886137276,11.526292643288,4.25,104.8
106,CoCrMoNbTi0.4,0.289352729248663,463.675852094634,-12.5293530277776,2.964702143,0.335891004009127,6.22387930380305,2447.5433114238,2356.88469,0.171469494093889,13.0113001835506,6.27266,220.1
107,Hf0.4Nb1.54Ta1.54Ti0.89Zr0.64,0.138447844421482,511.60504665146,2.434493784476,3.221532931,0.553178211308863,4.41190011438731,11823.9526629398,2673.3446,0.066521291498587,10.7675378871341,4.61478,125
108,Hf0.5Mo0.5NbTiZr,0.131749276563479,368.483802222024,-0.2261875,3.163725,0.327252197400967,5.74631161330342,113702.306539204,2380,0.089573642886733,10.8058993530825,4.5,123.1
109,Hf0.5Nb0.5Ta0.5Ti1.5Zr,0.171131005646989,519.918367991553,1.807625,3.1393125,0.430099248834687,4.88464975869328,13217.018496196,2328.125,0.074193581258759,10.2620834616639,4.25,106.6
110,Hf0.75NbTa0.5Ti1.5Zr1.25,0.146767260995087,447.478211760081,2.27077,3.16291,0.427505077668813,4.95012855669738,10929.5632864405,2369.2,0.080950602221355,10.4754872631903,4.3,103.1
111,HfMo0.25NbTaTiZr,0.127060663916474,484.267144790775,1.5345012875072,3.193901972,0.338035424153918,5.88571412062407,19389.4700724014,2540.81272,0.09289713563681,11.7100983303414,4.47628,121
112,HfMo0.5NbTaTiZr,0.124195697465587,471.924278485051,0.6111196602264,3.191741008,0.36482287678064,5.76404111349156,50714.1998791019,2556.93466,0.094059533855378,12.1209372627342,4.5455,130.5
113,HfMo0.5NbTiV0.5,0.134506521682036,351.009971368336,-0.73225,3.134025,0.239015449034159,6.49584810261722,33525.9575900313,2434.125,0.134100009321402,10.085506062877,4.625,131.9
114,HfMoNbTaTiZr,0.119320127370518,456.585488393649,-0.809143475879201,3.188047093,0.371163902717751,5.78342857509623,39665.066066962,2585.21837,0.096552621231465,12.4147073225384,4.66676,147
115,HfMoNbTiZr,0.11833279173585,361.842175540663,-1.51088,3.16532,0.287956831370238,6.09727112093451,17318.2963486646,2444.2,0.10571660229122,10.7052890873375,4.6,139.2
116,HfMoTaTiZr,0.118538635052037,493.597568875699,-1.84064,3.1655,0.288843863147644,6.08790164379208,14843.7710843526,2552.2,0.101113797278116,10.7052890873375,4.6,155.4
117,HfNb0.18Ta0.18Ti1.27Zr,0.170967457530234,424.94199492904,0.8774301095552,3.130640823,0.406520871833857,4.56864359557503,21808.4776172167,2255.17618,0.092215060524407,8.4851086467695,4.09918,95.2
118,HfNbTaTiZr,0.129156097804169,476.41494518959,2.644,3.19618,0.429169370632764,4.9944174596138,10215.372302327,2523,0.086810137656843,10.7052890873375,4.4,110.6
119,HfNbTaZr,0.045117367775614,421.737773978096,3.309,3.257525,0.300538612365185,5.36321631992681,6971.42155906934,2668.5,0.09148087231766,8.64471948246597,4.5,109.3
120,HfNbTiVZr,0.130576665603009,288.81731250048,0.16176,3.14192,0.214330956197252,7.06735243110204,152320.062830218,2301.6,0.121161049846888,10.7052890873375,4.4,99
121,HfNbTiZr,0.13190310837884,316.027985311428,2.3765,3.1699,0.364139193432299,4.87238659432741,8480.11878539819,2331.25,0.096533672881539,8.64471948246597,4.25,91.8
122,HfTaTiZr,0.132126102171373,517.311499485561,1.68,3.170125,0.367233835157669,4.85181361089799,12690.4996569236,2466.25,0.083666002653408,8.64471948246597,4.25,112
123,Mo0.1NbTiV0.3Zr,0.154294306227655,417.679919270259,0.7946897621728,3.149119254,0.295325019928948,6.27305985787657,33392.1329510251,2283.40356,0.061010716537381,11.6214175444715,4.44122,106
124,Mo0.3NbTiV0.3Zr,0.14774593479763,406.436747977284,-0.2216368975248,3.148972706,0.298770409906728,6.42113824252021,128802.221607428,2317.41489,0.063008607432715,12.3186076496523,4.52777,118.4
125,Mo0.3NbTiVZr,0.139099566107727,354.069157848169,-1.1110030833024,3.129635982,0.262499927169251,6.99007908180755,26501.2627671885,2295.55904,0.075966789148611,12.8260629035067,4.6047,119.9
126,Mo0.5NbTiV0.3Zr,0.142128105392431,399.591446716035,-1.0342126525824,3.148899672,0.29664585222475,6.5298020291828,28714.8465118927,2347.89157,0.064549267871372,12.6484791542401,4.60531,129.4
127,Mo0.5NbTiVZr,0.135364801929371,358.477247743842,-1.6096468189264,3.130346474,0.271876355278683,6.95359489536311,18965.2708293289,2322.199,0.074832773568805,13.145896566361,4.66662,129.2
128,Mo0.7NbTiV0.3Zr,0.137290267681289,396.165154954345,-1.6871,3.148775,0.292991494501035,6.60861373255974,18015.60380541,2375.275,0.065748098831829,12.7960447443379,4.675,139.4
129,Mo0.7NbTiVZr,0.132097036127199,364.028800548357,-2.0213843374876,3.131147744,0.278344567694028,6.91480969714279,15450.7391297877,2346.68578,0.073822838111871,13.3089322591624,4.7235,137.7
130,Mo1.3NbTiV0.3Zr,0.12635045150003,399.172957893875,-2.9855397831752,3.148543118,0.281134602950228,6.72770672411991,10413.1924022824,2443.19623,0.068017146244532,12.7247250159975,4.84783,164.2
131,Mo1.3NbTiVZr,0.124474047544483,384.190189843705,-2.8769301793728,3.132886736,0.289140279712731,6.79012109135959,11161.9519184806,2408.82824,0.071365738374657,13.331027842394,4.86792,159.4
132,Mo1.5NbTiV0.3Zr,0.123615707071618,402.883898526358,-3.2653107916912,3.148447556,0.277569429074307,6.74133074794096,9511.15902454917,2462.03977,0.068479289893817,12.6142926620359,4.89579,171
133,MoNbTaTi0.25W,0.114294728676903,515.655801298474,-6.1189694620428,3.212077587,2.02010295922477,2.50816570413673,6409.44082226484,3086.11761,0.053383280659614,12.7082560084964,5.41166,249.4
134,MoNbTaTi0.5W,0.117578493449978,537.479543123891,-5.7434900667472,3.197590246,1.92604488218317,2.61253371549752,6918.05938473385,3022.52533,0.052422520605811,13.145896566361,5.33328,242
135,MoNbTaTi0.75W,0.1226305542229,561.929327968718,-5.4112553774172,3.184665179,1.8412116179429,2.69097408267456,7307.13905474848,2965.66892,0.051579318124607,13.3328421243808,5.26322,235.4
136,MoNbTaTiV,0.141079722143191,488.60331558433,-2.2784,3.1459,0.936044192147643,3.78099436224744,15340.927348208,2612,0.06711184694225,13.3816113591719,5,172.8
137,MoNbTaTiVW,0.128989563460447,601.542035310085,-4.0491619616196,3.149179649,1.1652021755006,3.57567651748979,10274.3522402523,2792.55585,0.063421626174884,14.8976487870461,5.16677,212.5
138,MoNbTaTiW,0.128686683071715,587.415559889249,-5.11472,3.17294,1.76872502972569,2.75057850915542,7624.9272971288,2914.4,0.050833060108555,13.3816113591719,5.2,229.4
139,MoNbTaV,0.113948922219563,397.134973906857,-3.1115,3.194675,0.960089589220348,3.46488592371355,10297.3523944013,2779.75,0.070489360899359,11.526292643288,5.25,187
